4.8964e-01 4.5329e-01 3.1008e-01 3.7943e-01 2.6095e-01 3.9378e-01 1.8505e-02 3.1413e-01 2.4911e-01 3.0632e-01 7.9905e-02 1.8243e-01 3.7056e-01 9.7961e-02 2.4876e-01 1.0059e-01 4.5886e-02 3.2221e-01 4.5111e-01 2.5346e-01 1.8044e-01 3.3001e-01 4.8185e-01 2.0744e-01 3.4109e-01 2.0068e-02 1.8620e-01 9.5159e-03 3.7208e-01 2.4548e-01 3.3552e-01 4.5832e-01 3.7779e-01 2.3250e-02 7.0879e-02 1.0487e-01 3.3188e-01 4.7295e-01 4.4368e-01 7.7218e-02 4.2636e-01 1.2669e-01 4.9172e-01 4.4483e-01 3.9594e-01 3.7693e-01 1.3996e-01 2.3651e-02 2.9924e-01 2.1675e-01 3.0027e-01 4.1251e-01 1.0254e-01 1.4130e-01 4.0107e-02 1.0259e-01 2.8334e-01 4.8911e-01 3.6024e-01 5.8944e-02 1.8890e-01 1.7625e-01 3.9123e-01 1.9410e-01 1.0022e-01 3.6735e-01 4.6648e-01 3.1754e-01 5.1026e-02 9.7732e-02 1.4876e-01 1.4053e-01 4.8932e-01 1.2654e-02 5.1646e-02 2.0785e-01 3.0024e-01 4.1812e-01 3.0599e-01 3.7562e-01 4.5488e-01 1.9283e-01 2.8792e-01 3.2579e-01 3.6365e-01 1.5774e-01 2.0927e-01 2.5551e-01 1.8552e-01 3.1397e-01 3.3183e-01 3.2933e-01 2.7656e-01 1.0481e-01 4.3102e-01 1.8487e-01 3.6332e-01 1.6576e-03 7.7486e-02 3.9166e-01
2.9263e-01 9.7070e-01 8.6463e-02 1.3166e-01 2.2270e-01 2.7521e-01 1.4647e-01 4.8224e-01 4.6625e-01 1.7444e-01 2.3287e-01 4.7659e-01 2.8716e-01 7.7908e-02 3.8331e-01 2.0097e-01 3.6552e-01 2.3314e-01 2.9400e-01 3.8630e-01 1.4762e-01 4.1410e-01 3.7050e-02 2.0646e-02 1.9212e-01 2.8748e-01 3.8453e-01 4.8369e-01 3.8620e-01 1.8696e-01 1.0287e-01 1.1632e-01 2.9912e-01 2.5008e-01 1.7876e-01 1.0504e-01 3.5331e-01 9.2520e-02 3.0676e-01 3.8464e-01 4.1880e-01 1.4503e-01 1.7399e-01 4.7430e-01 1.2875e-01 3.0967e-01 1.3889e-01 3.0391e-01 1.1415e-01 3.0072e-01 3.6588e-01 2.5577e-01 4.8801e-01 3.0911e-02 2.7968e-01 3.1228e-01 3.3776e-01 4.8955e-01 2.3296e-01 3.0944e-01 4.3140e-01 1.7234e-02 2.4905e-01 1.5684e-01 3.4813e-02 6.6906e-02 4.1252e-01 2.2488e-01 2.2994e-01 2.5409e-01 2.6916e-01 1.8120e-01 4.0543e-02 8.5791e-02 3.2082e-02 2.2099e-01 4.0004e-01 3.6381e-01 4.6654e-01 2.6648e-01 4.8521e-01 3.1733e-01 1.5900e-01 1.7675e-01 2.4581e-02 1.8904e-01 4.1032e-02 2.7803e-01 5.3197e-02 4.5897e-02 2.6244e-02 4.8023e-01 9.2260e-02 3.4870e-01 1.2817e-01 2.3050e-01 2.6399e-01 8.7340e-02 4.1927e-01 3.3123e-01
4.0397e-01 3.3715e-01 5.4823e-01 4.7031e-01 1.6060e-01 5.2741e-02 1.8584e-01 4.6436e-01 2.4222e-01 1.8752e-01 3.7945e-01 2.0912e-01 3.6301e-01 2.5274e-01 3.7637e-01 4.9654e-01 4.9435e-01 2.0602e-01 3.0327e-01 2.6634e-01 3.7042e-01 1.6972e-01 7.2684e-02 1.2878e-01 2.7968e-01 1.2378e-01 4.8060e-01 2.7585e-01 1.2017e-01 3.7862e-01 2.5832e-01 2.1697e-01 4.5848e-01 4.7973e-01 4.2113e-01 5.9890e-02 4.9009e-01 4.7567e-01 3.7054e-01 3.4299e-02 3.4825e-01 2.7420e-01 1.4184e-01 3.8919e-02 2.7932e-03 1.2294e-01 1.0870e-01 3.8360e-01 1.5800e-01 4.5438e-01 1.8765e-01 3.8097e-02 2.8487e-01 5.5871e-02 1.4359e-01 2.5189e-01 4.9109e-01 3.5055e-01 2.5070e-01 3.9319e-01 4.1986e-01 4.1740e-01 3.6678e-01 2.8153e-01 6.8687e-02 1.1367e-01 6.9527e-02 4.1528e-01 1.1087e-01 2.2325e-01 2.7178e-01 3.0215e-01 2.4226e-01 5.4486e-02 3.6922e-01 2.3705e-01 2.7140e-01 1.7542e-01 1.9387e-01 4.3374e-02 3.0330e-01 2.1549e-01 4.3816e-01 1.5128e-01 2.2704e-01 4.7470e-01 4.2287e-01 1.4173e-01 4.7156e-01 1.8025e-01 3.9570e-01 3.6953e-01 9.1954e-02 9.5471e-02 3.2944e-01 1.2211e-01 4.5243e-02 4.8406e-01 2.7502e-01 2.3614e-01
6.3114e-02 2.2073e-01 3.6214e-01 2.6552e-01 3.2833e-01 1.2017e-01 8.9620e-02 3.0929e-01 1.1227e-01 1.1490e-01 2.6334e-01 4.2937e-02 5.5877e-02 7.5788e-02 3.4823e-01 4.3980e-01 3.6101e-01 9.2291e-02 2.6930e-02 3.6458e-02 3.0015e-01 2.8458e-01 2.5659e-01 1.1280e-03 4.1451e-01 4.7703e-01 2.7295e-01 4.1860e-01 3.0299e-01 2.7250e-01 1.8798e-01 3.0985e-01 4.0445e-02 3.0355e-01 3.3251e-01 3.7507e-01 4.8320e-01 1.9786e-01 9.0177e-02 1.1761e-01 2.1671e-01 1.5495e-02 3.4329e-02 3.2319e-01 1.1273e-01 7.6302e-02 1.7849e-02 3.7316e-01 1.7099e-01 1.7685e-01 3.0024e-01 4.4743e-01 4.0524e-01 8.7381e-02 8.3550e-02 4.9419e-01 5.4348e-02 3.5296e-01 4.4536e-01 3.7245e-01 3.3925e-01 3.1654e-01 2.7948e-01 1.1908e-01 2.7060e-01 8.5658e-02 3.5140e-01 1.0513e-01 3.4089e-01 2.2243e-01 1.4485e-01 1.8721e-01 4.8735e-01 3.0526e-02 1.7312e-01 1.8258e-01 3.5984e-01 3.8921e-01 2.7609e-01 1.8228e-01 4.8070e-02 2.3369e-01 2.7606e-01 4.0914e-01 1.6762e-02 1.9938e-01 2.1293e-01 2.9321e-01 2.3102e-01 1.4376e-01 2.4680e-01 2.5116e-03 1.2060e-01 3.8416e-01 4.6480e-01 2.4189e-01 4.5386e-01 3.9928e-01 5.7859e-02 2.2255e-01
3.7154e-01 1.9256e-01 6.7209e-02 7.7559e-02 6.5344e-01 1.8505e-01 1.4055e-01 4.8433e-01 2.2414e-01 1.5012e-01 2.4564e-01 1.4501e-01 2.0061e-01 4.8917e-01 1.9399e-01 2.4877e-01 1.6785e-01 2.5965e-01 7.1671e-02 7.4136e-03 7.8625e-02 3.0811e-01 3.0482e-02 4.6407e-01 1.3106e-01 1.4743e-01 2.5405e-01 9.4346e-02 3.7825e-01 1.0977e-01 2.8926e-01 3.3884e-01 4.7208e-01 8.8948e-02 1.9465e-01 2.2823e-01 1.3769e-01 3.2706e-01 2.5849e-01 6.5401e-02 3.8228e-01 2.3918e-01 4.6012e-01 2.8471e-01 1.3819e-01 3.3210e-01 4.5634e-02 9.3741e-02 1.6562e-01 3.3832e-02 7.0714e-02 3.6827e-01 2.1200e-01 3.2630e-01 3.0447e-01 4.8810e-01 3.2847e-01 3.7843e-01 1.1548e-01 2.3326e-01 3.8163e-01 1.2994e-01 3.3048e-01 2.5767e-01 3.7587e-01 4.8333e-01 4.2482e-01 1.7554e-01 1.7707e-01 3.2804e-01 4.3085e-01 3.3146e-01 1.3991e-01 3.6829e-01 4.9747e-01 4.5869e-01 4.6934e-01 1.5729e-01 4.4796e-01 2.3816e-02 3.9586e-01 3.2794e-01 8.2442e-02 3.8904e-01 1.5994e-01 3.8246e-01 3.7064e-02 2.0571e-01 7.6757e-02 1.6173e-02 1.1145e-01 2.8081e-01 2.1371e-01 2.2565e-01 2.7072e-01 3.3717e-02 3.7620e-01 6.7270e-02 1.2449e-01 1.8926e-01
1.2057e-01 2.1168e-02 3.8433e-01 1.9803e-01 2.0606e-01 2.3139e-01 1.7061e-01 4.6758e-01 2.5214e-01 4.8452e-01 3.6607e-01 3.1513e-01 1.7090e-01 1.7101e-01 2.1747e-01 3.4503e-01 1.3238e-01 3.4175e-02 3.6878e-01 1.2132e-01 6.0284e-02 4.5126e-01 4.4457e-01 1.8609e-01 6.8893e-02 1.3156e-01 2.6951e-01 1.0136e-01 1.4067e-01 1.8268e-01 2.9687e-01 1.1019e-01 4.8975e-01 2.5653e-01 1.8420e-01 2.5263e-01 4.0221e-01 3.9578e-01 4.7121e-02 2.3363e-01 4.3678e-02 4.5569e-01 3.7099e-01 2.4834e-01 2.5744e-01 4.4470e-01 6.5369e-02 2.3331e-01 8.0507e-04 4.2089e-01 2.2379e-01 3.9659e-01 3.4497e-03 6.2779e-02 9.5435e-02 3.9445e-01 2.6334e-01 4.3687e-01 1.6267e-01 9.6001e-02 9.4134e-02 3.8260e-01 1.0245e-01 3.3259e-01 3.9232e-01 4.3375e-01 1.3808e-01 1.9103e-01 7.0952e-02 2.2406e-01 4.5962e-01 1.5903e-01 2.4207e-01 1.8630e-01 1.2345e-01 2.8353e-01 4.7544e-01 4.8468e-02 2.5271e-01 1.9915e-01 2.8363e-01 7.2880e-02 1.4172e-01 4.4176e-01 1.8592e-01 4.3594e-01 3.5574e-01 3.1312e-02 3.0621e-01 1.6390e-01 1.3953e-02 2.7695e-01 4.1445e-01 4.9878e-01 1.2802e-01 1.9275e-01 4.3450e-01 1.6792e-01 1.0879e-01 1.3982e-02
2.2952e-01 4.7961e-01 3.7104e-01 3.8348e-01 1.1571e-01 4.3617e-02 1.3258e-01 4.8983e-01 4.3117e-01 4.4638e-02 1.7633e-01 3.8592e-01 4.8704e-01 4.9578e-01 2.7464e-01 1.0312e-01 2.9833e-01 4.4721e-01 4.9504e-01 4.0538e-01 2.7177e-01 4.0964e-01 2.1023e-01 1.4958e-01 1.9048e-01 2.7415e-01 3.3313e-01 1.0315e-01 6.8175e-03 1.5254e-01 2.4041e-01 3.2267e-01 3.0412e-01 1.7139e-01 2.1309e-02 3.8418e-01 3.8001e-01 1.9149e-01 4.3243e-01 3.6623e-01 3.8133e-01 3.9597e-01 1.1978e-01 2.4906e-01 2.5351e-01 4.9601e-01 1.5771e-01 5.5330e-02 2.8853e-02 3.8349e-02 3.5923e-01 3.5721e-01 2.5172e-02 3.5405e-01 3.5107e-01 1.9641e-01 2.2714e-01 4.4510e-01 4.1230e-01 2.4569e-02 1.2533e-01 5.5453e-02 2.9857e-01 4.9934e-01 1.0714e-01 4.0522e-01 4.2125e-01 5.7666e-02 8.4924e-02 2.0296e-01 1.1616e-01 4.9968e-01 4.4588e-01 2.0237e-01 4.4171e-01 3.3232e-01 3.0739e-01 2.9604e-02 1.0525e-01 4.9712e-01 2.6026e-01 2.3871e-01 6.6842e-02 2.2198e-01 1.1592e-01 1.2314e-01 1.3355e-02 2.3498e-01 2.0292e-02 4.5157e-01 2.2017e-01 1.9692e-01 4.4613e-03 2.4684e-01 3.8836e-01 4.9457e-01 3.5599e-02 1.0772e-01 3.4159e-01 3.7445e-01
1.0020e-01 3.8949e-01 3.5139e-01 2.8709e-01 3.2616e-01 4.7729e-01 4.9150e-01 8.0598e-01 1.0257e-01 4.6963e-01 2.2408e-01 3.9978e-01 3.7658e-01 3.5529e-01 4.4596e-01 2.9600e-01 2.2195e-01 4.1923e-01 3.1226e-01 3.7975e-01 2.0201e-01 8.1100e-02 3.6983e-01 4.5731e-01 2.4070e-01 2.3813e-01 4.2277e-01 8.5207e-02 4.0181e-01 2.2457e-02 2.8876e-02 3.4197e-02 2.8762e-01 1.5377e-01 5.1747e-02 2.7565e-01 2.4200e-02 3.7570e-01 2.2756e-01 2.3167e-03 2.4837e-01 3.7922e-02 4.7854e-01 3.4145e-01 3.8005e-01 1.3284e-02 2.0667e-01 4.5833e-02 1.1858e-01 1.4771e-01 1.6487e-01 2.0153e-01 4.4131e-01 1.4967e-01 2.1591e-02 2.8702e-01 6.9973e-03 4.5608e-01 1.4253e-01 4.6344e-01 1.1977e-01 1.0125e-01 1.6059e-01 3.8061e-01 4.7407e-01 1.6134e-01 5.9212e-02 2.7989e-01 1.6002e-01 1.2056e-01 3.5907e-01 4.9028e-01 2.3802e-01 3.2331e-01 3.9161e-01 1.0274e-01 2.2794e-01 1.3541e-01 2.9608e-01 2.3814e-01 3.9896e-01 1.7167e-01 2.9445e-01 4.0238e-01 1.8127e-01 1.3714e-01 4.3880e-01 2.9617e-02 2.5700e-02 4.4476e-01 3.9569e-02 1.8195e-01 2.4921e-01 1.3909e-01 2.7384e-01 3.8494e-01 2.0602e-01 4.5816e-01 3.6486e-01 3.6698e-01
4.8230e-01 4.4136e-01 2.7091e-01 1.5337e-01 4.3028e-01 3.5209e-01 3.9414e-01 4.5884e-02 2.8898e-01 3.0202e-01 3.0415e-02 3.5158e-01 1.2965e-01 1.3799e-01 2.5474e-02 3.4675e-01 1.8611e-01 2.8834e-01 3.8144e-01 6.1530e-02 5.4375e-02 2.2130e-01 3.8183e-01 2.7746e-02 5.4899e-02 3.2094e-01 1.3909e-01 1.4518e-01 4.6161e-01 2.1362e-01 2.1617e-02 2.0468e-01 4.1101e-01 3.3920e-01 3.0366e-01 4.2002e-01 1.5820e-01 1.8583e-01 2.9669e-01 4.3241e-01 3.6147e-03 6.4485e-03 4.3554e-01 3.1923e-02 4.9467e-01 1.1262e-01 1.4316e-01 2.6240e-01 2.2395e-01 3.5139e-01 3.5631e-01 2.1178e-01 1.5471e-01 6.8792e-02 1.6200e-01 3.6073e-01 3.8032e-01 1.7407e-01 4.4555e-01 4.0717e-01 2.5972e-01 6.8471e-03 3.7359e-01 1.5429e-01 2.2567e-01 1.9593e-01 1.2936e-01 4.8905e-01 4.9464e-01 1.3738e-01 1.9300e-01 1.3747e-01 1.3130e-02 1.3975e-01 3.6859e-01 9.7075e-02 1.7382e-01 4.8949e-01 4.8299e-01 2.1182e-01 3.1046e-02 9.6919e-03 3.0804e-01 1.5944e-01 4.9559e-01 1.9785e-01 3.4079e-01 1.8993e-01 1.5541e-01 2.7501e-01 2.5311e-01 5.5064e-02 1.9066e-01 3.4915e-01 1.8983e-01 4.9810e-02 1.5847e-01 1.5195e-01 1.9252e-01 1.1106e-01
3.1732e-01 4.7825e-01 4.0124e-01 4.6469e-01 4.7732e-01 4.8546e-01 1.8638e-01 3.2079e-01 8.1307e-02 6.1681e-02 8.1530e-02 3.6870e-01 4.3068e-01 4.5488e-01 7.1600e-02 1.1784e-01 4.6742e-01 2.0968e-01 4.9754e-01 2.5230e-01 4.8250e-01 3.1902e-01 4.9861e-01 2.0073e-01 3.5691e-01 1.9071e-01 1.7792e-01 3.0547e-01 2.8774e-01 2.4862e-01 2.8423e-01 2.9751e-01 1.1935e-01 6.8777e-02 3.6247e-01 6.8141e-02 4.7558e-02 1.4351e-01 1.7176e-01 1.0128e-01 3.2813e-01 3.9982e-02 2.4332e-01 2.1142e-01 4.8798e-01 2.3588e-01 2.1209e-01 4.9403e-01 3.7273e-01 3.4840e-01 1.4972e-01 2.7117e-01 3.8320e-01 3.6258e-01 2.7057e-01 3.5621e-01 8.2931e-02 4.4660e-01 3.9716e-01 7.3641e-02 3.5522e-01 3.7458e-01 2.3645e-01 2.0434e-02 2.1248e-01 2.1701e-01 9.6107e-02 5.9518e-02 7.1213e-02 3.2524e-02 1.6470e-01 7.2748e-02 3.1099e-01 1.7570e-01 2.9183e-01 3.1945e-01 1.2682e-01 4.4446e-01 1.3076e-01 2.5122e-01 2.0845e-01 3.8994e-01 2.5448e-01 1.0331e-01 1.0433e-01 4.1679e-01 4.8769e-01 3.6272e-01 1.5152e-01 3.3493e-01 8.8823e-02 2.4794e-02 4.5578e-01 4.3725e-01 1.2185e-01 2.8271e-01 2.5373e-01 4.1449e-02 1.3336e-02 4.7035e-01
